starting run...

=== quality target = 0.99 ===
[ 32/ 61] FILE_boats.bmp                 | k=   1 | achieved=93.98% | CR=79.9383 | PSNR= 18.08 | time=0.0947s
[ 33/ 61] FILE_brickwall.bmp             | k=   1 | achieved=95.43% | CR=127.9375 | PSNR= 20.85 | time=0.3656s
[ 34/ 61] FILE_cablecar.bmp              | k=   1 | achieved=92.25% | CR=61.8731 | PSNR= 16.07 | time=0.0686s
[ 35/ 61] FILE_cameraman.bmp             | k=   1 | achieved=91.40% | CR=31.9376 | PSNR= 13.66 | time=0.0173s
[ 36/ 61] FILE_carpet.bmp                | k=   1 | achieved=86.13% | CR=127.9375 | PSNR= 14.93 | time=0.3721s
[ 37/ 61] FILE_cellcolony.bmp            | k=   1 | achieved=98.73% | CR=50.8123 | PSNR= 20.66 | time=0.0413s
[ 38/ 61] FILE_clown.bmp                 | k=   2 | achieved=84.08% | CR=31.9688 | PSNR= 16.73 | time=0.0795s
[ 39/ 61] FILE_cornfield.bmp             | k=   1 | achieved=90.44% | CR=61.8731 | PSNR= 16.79 | time=0.0682s
[ 40/ 61] FILE_couple.bmp                | k=   1 | achieved=91.65% | CR=63.9376 | PSNR= 16.72 | time=0.0774s
[ 41/ 61] FILE_crowd.bmp                 | k=   2 | achieved=83.05% | CR=31.9688 | PSNR= 15.96 | time=0.0739s
[ 42/ 61] FILE_fruits.bmp                | k=   1 | achieved=87.53% | CR=61.8731 | PSNR= 17.20 | time=0.0653s
[ 43/ 61] FILE_girl.bmp                  | k=   1 | achieved=93.91% | CR=79.9383 | PSNR= 17.30 | time=0.0952s
[ 44/ 61] FILE_girlface.bmp              | k=   1 | achieved=80.68% | CR=63.9376 | PSNR= 15.42 | time=0.0812s
[ 45/ 61] FILE_goldhill.bmp              | k=   1 | achieved=93.30% | CR=79.9383 | PSNR= 18.76 | time=0.0945s
[ 46/ 61] FILE_houses.bmp                | k=   1 | achieved=86.48% | CR=63.9376 | PSNR= 13.72 | time=0.0763s
[ 47/ 61] FILE_kiel.bmp                  | k=   1 | achieved=94.54% | CR=63.9376 | PSNR= 17.97 | time=0.0802s
[ 48/ 61] FILE_lighthouse.bmp            | k=   1 | achieved=90.84% | CR=63.9376 | PSNR= 16.42 | time=0.0784s
[ 49/ 61] FILE_man.bmp                   | k=   2 | achieved=82.36% | CR=63.9688 | PSNR= 15.15 | time=0.3687s
[ 50/ 61] FILE_monarch.bmp               | k=   1 | achieved=88.45% | CR=76.7400 | PSNR= 16.38 | time=0.1054s
[ 51/ 61] FILE_pens.bmp                  | k=   3 | achieved=82.40% | CR=20.6244 | PSNR= 14.97 | time=0.0727s
[ 52/ 61] FILE_sailboat.bmp              | k=   1 | achieved=90.31% | CR=63.9376 | PSNR= 15.26 | time=0.0827s
[ 53/ 61] FILE_soccer.bmp                | k=   1 | achieved=83.84% | CR=61.8731 | PSNR= 15.49 | time=0.0668s
[ 54/ 61] FILE_tank.bmp                  | k=   1 | achieved=97.43% | CR=63.9376 | PSNR= 21.41 | time=0.0944s
[ 55/ 61] FILE_textureA.bmp              | k=   1 | achieved=98.78% | CR=127.9375 | PSNR= 24.50 | time=0.4195s
[ 56/ 61] FILE_textureB.bmp              | k=   1 | achieved=81.00% | CR=127.9375 | PSNR=  9.81 | time=0.3709s
[ 57/ 61] FILE_tiffany.bmp               | k=   1 | achieved=98.80% | CR=63.9376 | PSNR= 20.76 | time=0.0810s
[ 58/ 61] FILE_truck.bmp                 | k=   1 | achieved=95.88% | CR=63.9376 | PSNR= 21.12 | time=0.0859s
[ 59/ 61] FILE_trucks.bmp                | k=   1 | achieved=92.41% | CR=63.9376 | PSNR= 18.35 | time=0.0858s
[ 60/ 61] FILE_yacht.bmp                 | k=   1 | achieved=87.71% | CR=61.8731 | PSNR= 15.63 | time=0.0727s
[ 61/ 61] FILE_Venus.jpg                 | k=   1 | achieved=81.24% | CR=507.9375 | PSNR= 14.94 | time=21.7365s
